CustomerID,Age,Age_Group,Gender,Income,EmailOpens,EmailClicks,ClickThroughRate,Conversion,ConversionRate,CampaignChannel,CampaignType,PreviousPurchases,LoyaltyPoints,WebsiteVisits,High_CTR
8077,51,45–54,Female,96521,7,1,0.0364283529115969,1,0.1776626956470842,Email,Awareness,3,1964,12,0
8078,27,25–34,Male,59599,11,8,0.1822554423056258,1,0.1816064839976559,PPC,Consideration,6,4031,37,1
8079,53,45–54,Male,36775,15,9,0.2765598512019276,1,0.0848243384554595,SEO,Consideration,7,65,7,1
8080,31,25–34,Female,86504,19,4,0.2854081781567327,1,0.1733314114263937,Email,Retention,6,1998,15,1
8081,48,45–54,Female,95918,2,8,0.2553421683624149,1,0.1183664375368725,Referral,Consideration,5,590,19,1
8082,65,65+,Male,90687,15,7,0.2582209853844433,1,0.0172502049752676,PPC,Consideration,1,220,25,1
8083,32,25–34,Female,46804,14,4,0.199133056694065,1,0.1308089077388223,Referral,Retention,4,4394,34,1
8084,25,25–34,Male,129122,10,6,0.0739227013475478,1,0.099417595615954,Social Media,Consideration,5,928,16,0
8085,31,25–34,Female,52259,5,1,0.2218967779006267,1,0.0622793852455865,SEO,Awareness,1,1884,25,1
8086,40,35–44,Female,145725,1,9,0.2937314946930297,1,0.1943727966089375,PPC,Consideration,8,1530,17,1
8087,57,55–64,Female,106284,6,9,0.1625207192551151,1,0.020463463075665,Email,Awareness,9,932,43,1
8088,38,35–44,Female,105227,15,6,0.0856022341323013,1,0.1897167042343426,Email,Awareness,3,3472,6,0
8089,33,25–34,Male,117556,0,4,0.1763066096518493,1,0.0402607415205812,SEO,Awareness,4,3242,43,1
8090,62,55–64,Male,63560,12,5,0.2102770033097787,1,0.0816277540671011,Referral,Consideration,4,3897,34,1
8091,35,35–44,Female,47256,3,8,0.0704012897330798,1,0.0892746833296763,Referral,Consideration,6,1288,11,0
8092,64,55–64,Male,26125,0,7,0.2185649108067325,1,0.1488938985455546,PPC,Conversion,8,2324,46,1
8093,41,35–44,Male,24370,4,1,0.1803555290764736,1,0.0509657496599738,PPC,Retention,8,2368,48,1
8094,43,35–44,Female,24838,15,9,0.1875814736529351,1,0.1973593502132324,Referral,Retention,5,3006,43,1
8095,42,35–44,Female,134479,18,5,0.0987364996245518,1,0.1523122520251643,PPC,Conversion,8,72,40,0
8096,62,55–64,Female,77429,11,0,0.0550273749322483,1,0.1600910012859404,Referral,Awareness,3,3482,0,0
8097,58,55–64,Male,23134,8,7,0.1908004696386405,1,0.0302214668158299,SEO,Retention,4,205,24,1
8098,46,45–54,Female,130995,5,0,0.1800075668542458,1,0.1004992818067955,PPC,Conversion,4,2595,15,1
8099,32,25–34,Male,63199,8,1,0.1080235344370034,1,0.1896657765908748,Referral,Awareness,4,3514,14,1
8100,62,55–64,Male,97092,1,3,0.0958091635883072,1,0.0613125535948432,PPC,Conversion,0,2398,10,0
8101,18,18–24,Female,144925,0,9,0.1107008938820623,1,0.0376228944406633,Email,Consideration,6,4525,36,1
8102,42,35–44,Male,53822,9,1,0.1520661681646578,1,0.1022249473551957,Email,Consideration,5,1506,38,1
8103,24,18–24,Male,113513,2,4,0.2926977231822367,1,0.1867746832337296,Social Media,Awareness,2,1821,2,1
8104,26,25–34,Female,40113,17,6,0.2314337403875998,1,0.1024902186418191,Referral,Awareness,7,272,44,1
8105,41,35–44,Male,83594,11,6,0.2570045243579916,1,0.0869185175547351,Social Media,Consideration,5,360,44,1
8106,18,18–24,Male,116102,14,9,0.156638374982024,1,0.1335517629756175,Referral,Retention,8,4403,41,1
8107,61,55–64,Male,22669,13,4,0.1625758474158453,1,0.1880079597816047,PPC,Retention,6,3502,38,1
8108,25,25–34,Female,69427,9,2,0.069254151816738,1,0.0193209153487725,Referral,Consideration,7,2395,19,0
8109,41,35–44,Female,101617,5,4,0.2191032925273127,1,0.0391451536405713,Email,Retention,8,2647,22,1
8110,28,25–34,Female,32938,19,3,0.1322593616792844,1,0.0352233189084094,PPC,Consideration,5,3426,14,1
8111,68,65+,Female,25717,19,5,0.2253095890571362,1,0.0262132666368414,Email,Conversion,7,603,17,1
8112,34,25–34,Female,97818,11,0,0.1286260605806613,1,0.0674001553231952,PPC,Conversion,1,3469,38,1
8113,25,25–34,Female,67659,8,0,0.0414699842920333,0,0.0535687162928589,Referral,Conversion,0,4643,34,0
8114,52,45–54,Male,127601,3,7,0.0601855694579062,1,0.1142513405797737,Referral,Retention,8,162,28,0
8115,52,45–54,Male,84575,3,5,0.2453553226416581,1,0.0721849901278836,Email,Conversion,9,1669,19,1
8116,50,45–54,Female,99737,1,8,0.0849987819720904,1,0.0869894936769964,SEO,Awareness,5,1981,41,0
8117,22,18–24,Male,36289,6,9,0.08666278254445,1,0.1889542911949644,Referral,Awareness,9,4669,14,0
8118,59,55–64,Female,44406,10,0,0.279516746100676,1,0.0395745718411871,SEO,Conversion,9,2597,31,1
8119,56,55–64,Female,142688,15,6,0.2007143306313863,1,0.0838068920910124,PPC,Awareness,2,4820,11,1
8120,58,55–64,Female,116822,9,0,0.0431491906264633,1,0.0588455496985685,SEO,Conversion,2,3803,47,0
8121,45,45–54,Female,32873,14,6,0.0516397283382609,1,0.1143415366479729,Email,Conversion,7,3336,11,0
8122,24,18–24,Female,145812,1,6,0.088986555488881,1,0.1499038830438624,Social Media,Consideration,2,4108,24,0
8123,26,25–34,Male,102048,11,7,0.1822587494697235,1,0.1652276959493943,Social Media,Conversion,9,3310,33,1
8124,25,25–34,Female,114463,14,4,0.2283193862726451,1,0.1079063719582994,Email,Awareness,5,4974,7,1
8125,29,25–34,Female,43461,10,7,0.0896039686014271,1,0.172434152390119,Social Media,Retention,5,3606,23,0
8126,51,45–54,Female,40710,9,9,0.2624861908503397,1,0.1591643464966903,Email,Conversion,4,4652,44,1
8127,50,45–54,Male,105488,2,4,0.041662251876403,1,0.0398307716724103,Referral,Consideration,6,2863,0,0
8128,65,65+,Male,33448,7,8,0.070203758732522,1,0.056631464213799,SEO,Awareness,3,596,24,0
8129,40,35–44,Male,35198,19,7,0.2914348271314345,1,0.13762690038335,Social Media,Consideration,9,1084,33,1
8130,41,35–44,Female,93158,19,6,0.0490760104595607,1,0.1952108637507155,Referral,Conversion,5,2530,13,0
8131,54,45–54,Female,126384,4,6,0.2675522792399051,1,0.081464643114,Social Media,Conversion,0,3755,35,1
8132,52,45–54,Male,87938,10,2,0.2141411718671876,1,0.0536634897225007,PPC,Conversion,2,458,5,1
8133,61,55–64,Female,70799,11,5,0.0311952562860949,1,0.17513459251616,Email,Conversion,6,40,44,0
8134,57,55–64,Male,121860,19,5,0.1502749803809837,1,0.0479262723131476,Email,Awareness,8,2601,8,1
8135,39,35–44,Female,114003,10,4,0.1605040124119938,1,0.1425075720694737,Referral,Retention,0,819,47,1
8136,44,35–44,Female,54961,5,1,0.2803204931105928,1,0.0165073233676142,PPC,Conversion,3,3124,0,1
8137,52,45–54,Male,63007,7,9,0.1321203319923789,1,0.0136062978686016,SEO,Consideration,6,3120,8,1
8138,18,18–24,Female,85470,12,6,0.13956144848464,1,0.0957976756493912,PPC,Awareness,9,189,23,1
8139,52,45–54,Female,72256,14,4,0.0426202888880497,1,0.1347426242344816,PPC,Awareness,8,2995,38,0
8140,54,45–54,Female,40739,1,1,0.1953600433969221,1,0.037062546252166,SEO,Awareness,7,2856,17,1
8141,64,55–64,Female,104054,5,3,0.071160123007838,1,0.1551376660702922,SEO,Consideration,1,2962,47,0
8142,31,25–34,Female,78186,19,0,0.0324846448848749,0,0.0344599316582745,PPC,Retention,1,1913,38,0
8143,20,18–24,Male,46547,1,7,0.2991065100205302,1,0.1114044834956182,Social Media,Consideration,8,1910,17,1
8144,18,18–24,Female,114472,14,4,0.0881925921092135,0,0.0685768465326452,Social Media,Consideration,1,318,40,0
8145,22,18–24,Female,105823,0,7,0.0509054178873531,1,0.152928122588809,PPC,Consideration,9,4579,27,0
8146,43,35–44,Female,138301,10,0,0.2128522086331811,1,0.1627821831771379,Social Media,Conversion,6,4662,1,1
8147,31,25–34,Male,126887,7,7,0.2482878252173515,1,0.0225573355168695,SEO,Conversion,9,3096,36,1
8148,56,55–64,Male,71431,8,4,0.0285824730066405,1,0.0465948681684183,SEO,Consideration,8,2876,40,0
8149,44,35–44,Male,45476,14,6,0.0405640591662382,1,0.1796023808181851,Social Media,Consideration,7,252,35,0
8150,26,25–34,Male,98411,4,2,0.0361504088387932,1,0.0889664389541646,SEO,Conversion,4,4,47,0
8151,32,25–34,Male,30686,8,2,0.0236181979635282,0,0.1005798144208786,Email,Conversion,1,3395,23,0
8152,32,25–34,Female,37536,3,8,0.2012423788039423,1,0.0419245299158876,SEO,Retention,5,2692,34,1
8153,43,35–44,Male,54062,9,6,0.1806108250244155,1,0.1990300113351886,PPC,Consideration,6,3824,5,1
8154,59,55–64,Male,68216,3,5,0.2022139304023805,1,0.1853790597394719,Referral,Awareness,9,399,16,1
8155,30,25–34,Female,45041,4,3,0.1566434773495125,1,0.0103846874866263,Social Media,Retention,6,858,29,1
8156,68,65+,Male,51653,18,4,0.2470772287676186,1,0.1146395897049981,Social Media,Awareness,4,2699,7,1
8157,49,45–54,Male,41673,12,7,0.1685338077245868,1,0.1757308028845993,SEO,Retention,9,4216,41,1
8158,56,55–64,Male,30367,10,0,0.2764366110918912,1,0.0918013851844524,SEO,Consideration,8,2497,9,1
8159,66,65+,Male,39629,11,1,0.150838074426158,1,0.0929947091295701,Referral,Awareness,5,2503,15,1
8160,69,65+,Female,140756,13,2,0.2392910117513636,1,0.0820759597779949,Referral,Conversion,9,2986,37,1
8161,49,45–54,Male,131641,12,4,0.1281345025682538,1,0.0154773836795114,PPC,Retention,8,225,25,1
8162,21,18–24,Female,108636,3,7,0.1362149294851684,1,0.1601538338122035,Email,Awareness,7,3180,30,1
8163,47,45–54,Female,92190,12,4,0.2562076931189959,1,0.096789188644308,PPC,Retention,9,3224,7,1
8164,54,45–54,Female,45063,4,4,0.0412213522537223,1,0.1109024712967079,Social Media,Consideration,8,4269,34,0
8165,40,35–44,Female,39322,8,5,0.1738261489451303,1,0.0585801721932613,SEO,Awareness,0,1775,33,1
8166,56,55–64,Female,104546,0,8,0.2206375756558478,1,0.1589825134926957,PPC,Awareness,1,4941,9,1
8167,62,55–64,Female,135637,11,8,0.2276219784709455,1,0.1608122238738451,SEO,Awareness,7,927,39,1
8168,32,25–34,Male,32693,16,8,0.1815331228792928,1,0.1150549552018342,SEO,Retention,5,412,43,1
8169,60,55–64,Male,29241,0,4,0.139938700406259,1,0.1818793059020311,PPC,Conversion,0,3631,11,1
8170,46,45–54,Female,49778,18,5,0.0856269087213597,1,0.0320180038380619,PPC,Conversion,9,3666,40,0
8171,53,45–54,Male,122379,4,6,0.2737336082526954,1,0.1594590662822838,Referral,Conversion,0,3396,26,1
8172,30,25–34,Male,32651,11,2,0.1172385047811843,1,0.1161309870409262,Email,Consideration,0,3426,18,1
8173,49,45–54,Female,45966,11,0,0.2417077056746703,1,0.0538925017369253,Referral,Awareness,2,3060,25,1
8174,24,18–24,Female,29275,10,1,0.0191830277591645,1,0.03513771870386,Email,Conversion,8,3550,14,0
8175,68,65+,Male,65606,15,3,0.0773290722591166,1,0.0671913376613392,PPC,Conversion,5,3789,30,0
8176,39,35–44,Female,21658,16,8,0.1102195899363955,1,0.1727000244392759,Email,Awareness,1,2545,45,1
8177,45,45–54,Male,114499,2,0,0.2047564783599592,1,0.1596476764384658,Social Media,Consideration,7,3047,36,1
8178,19,18–24,Female,92468,10,5,0.1026059340769483,1,0.1325751609054276,Referral,Retention,9,1407,17,1
8179,59,55–64,Male,34248,16,3,0.021995502237599,1,0.0271621314788987,Referral,Retention,2,409,28,0
8180,62,55–64,Male,44437,0,5,0.0604215796556646,1,0.1914178215512277,Referral,Retention,0,3031,43,0
8181,23,18–24,Female,59727,14,1,0.0851579521871045,1,0.0680336251513273,SEO,Awareness,9,126,26,0
8182,45,45–54,Female,38201,8,1,0.0610537691813875,1,0.1253299968355611,SEO,Consideration,5,315,37,0
8183,45,45–54,Female,61150,17,6,0.0690801224409286,1,0.1625893554530325,PPC,Awareness,3,1148,19,0
8184,61,55–64,Female,135148,0,4,0.2329975127952727,1,0.035242608547164,PPC,Retention,5,2248,20,1
8185,61,55–64,Male,109891,5,5,0.1294897567456334,1,0.1339173810286159,SEO,Conversion,7,3438,28,1
8186,37,35–44,Female,34999,1,3,0.1275019809536983,1,0.0161362393738003,Referral,Conversion,3,4419,42,1
8187,47,45–54,Male,140703,4,0,0.2903158376312509,0,0.0293399691858248,SEO,Conversion,3,855,14,1
8188,28,25–34,Male,26376,2,7,0.139543533003818,1,0.1473972905411569,Email,Retention,5,1886,21,1
8189,45,45–54,Male,71673,4,0,0.2790208584343945,1,0.0394656095588308,Referral,Consideration,1,4203,22,1
8190,42,35–44,Female,23476,7,7,0.0967282984828372,1,0.0942662774280218,SEO,Retention,2,1278,3,0
8191,56,55–64,Female,137393,5,0,0.1261816153722102,1,0.0571831846477001,PPC,Awareness,1,3056,23,1
8192,50,45–54,Female,89902,10,9,0.124922173259564,1,0.090033606647289,SEO,Consideration,8,1032,13,1
8193,18,18–24,Female,134510,10,9,0.1683628613712468,1,0.0246718456553794,Social Media,Conversion,3,1552,36,1
8194,44,35–44,Male,111269,10,3,0.1794317143476461,1,0.153431103367788,SEO,Consideration,2,1529,20,1
8195,69,65+,Female,97994,7,5,0.0819562584222579,1,0.0250178237048817,Referral,Consideration,1,50,42,0
8196,30,25–34,Female,82878,5,0,0.2401394326209644,0,0.1692037544984893,SEO,Retention,0,844,38,1
8197,58,55–64,Male,118331,15,8,0.1539925268562698,1,0.1358956841922166,PPC,Consideration,1,523,12,1
8198,20,18–24,Female,40615,19,6,0.0120426305204541,1,0.0891512593762138,Email,Retention,3,882,18,0
8199,56,55–64,Male,31164,19,0,0.1814887836618372,1,0.1746324432593934,Social Media,Awareness,3,2141,25,1
8200,23,18–24,Female,59316,2,9,0.2414372380434495,1,0.0453649429485024,Referral,Consideration,6,3012,35,1
8201,25,25–34,Female,88560,7,1,0.0826353539664827,1,0.0602672032088168,PPC,Consideration,2,1764,43,0
8202,44,35–44,Female,49559,12,4,0.0209825927149585,1,0.0360534957152492,Social Media,Consideration,6,2956,45,0
8203,26,25–34,Male,82968,9,2,0.2440818101387095,1,0.0824980517251066,SEO,Conversion,3,1014,32,1
8204,54,45–54,Male,86800,7,0,0.2931202476317718,1,0.1974793050994766,Social Media,Retention,8,780,39,1
8205,50,45–54,Male,29047,9,4,0.0322034482528216,0,0.0405952017821319,Email,Retention,6,155,15,0
8206,68,65+,Male,64985,12,7,0.2820306741244591,1,0.1678855323145017,Social Media,Conversion,1,4216,18,1
8207,59,55–64,Male,92123,2,0,0.1141895794730579,1,0.1338572136178837,Social Media,Retention,8,4398,36,1
8208,61,55–64,Female,26577,3,5,0.2830174864905453,1,0.0130046848162533,SEO,Awareness,8,446,13,1
8209,41,35–44,Female,103171,15,0,0.1981634039607095,1,0.189529136658163,SEO,Conversion,1,3419,43,1
8210,32,25–34,Female,131100,2,7,0.2681708506100398,1,0.1945073403927471,Referral,Retention,7,1404,43,1
8211,49,45–54,Female,23870,8,4,0.2378915772649098,1,0.1857311333536932,SEO,Awareness,6,3153,29,1
8212,49,45–54,Male,54094,18,2,0.0181193454179817,0,0.1053305349643364,Social Media,Retention,0,2301,30,0
8213,41,35–44,Female,75329,11,7,0.0289783256742656,1,0.051871284670417,Email,Conversion,0,1720,19,0
8214,58,55–64,Male,29217,5,9,0.1624659354843777,1,0.0843402887193914,SEO,Retention,7,2906,43,1
8215,69,65+,Female,135049,3,7,0.0475895157550246,1,0.1266963938190839,Referral,Awareness,9,2689,42,0
8216,66,65+,Female,103138,13,2,0.1436999293555739,1,0.0819789123743154,Referral,Awareness,4,4126,46,1
8217,66,65+,Female,86141,0,6,0.2868427865836956,1,0.1445526136652397,Social Media,Awareness,8,3798,6,1
8218,69,65+,Male,42343,7,0,0.0954796133908004,1,0.1611593540775385,SEO,Retention,2,2072,41,0
8219,29,25–34,Female,148307,18,2,0.1517846870065648,1,0.0497846507431309,SEO,Conversion,2,3106,36,1
8220,56,55–64,Female,70822,15,6,0.1214352927197401,1,0.0869389625737321,Referral,Retention,7,1749,46,1
8221,19,18–24,Male,33003,7,2,0.192649819631992,1,0.1919714314449513,SEO,Consideration,4,3873,1,1
8222,20,18–24,Female,128793,4,6,0.066215029888952,1,0.0574632922399012,Social Media,Conversion,0,2220,21,0
8223,66,65+,Female,79538,7,2,0.0853823941389421,1,0.0758250228329415,Email,Consideration,8,534,12,0
8224,54,45–54,Female,52089,16,2,0.2590426768955629,1,0.0167754957318747,Social Media,Retention,1,3945,45,1
8225,66,65+,Male,73595,5,1,0.2452875049194981,1,0.0731495478096842,SEO,Conversion,6,2138,37,1
8226,34,25–34,Male,103197,2,4,0.2388650097724857,1,0.0804769656397794,Social Media,Consideration,7,3657,30,1
8227,66,65+,Male,102318,19,0,0.2335666867021898,1,0.0289687563290962,PPC,Retention,3,783,0,1
8228,19,18–24,Male,50029,10,3,0.1432368731038579,1,0.0102740274971418,PPC,Conversion,2,3651,46,1
8229,19,18–24,Male,99023,12,3,0.2213783240343403,1,0.1193270420300549,SEO,Awareness,0,625,42,1
8230,45,45–54,Male,71324,18,9,0.1222893971829141,1,0.0672900542524565,SEO,Awareness,9,397,12,1
8231,40,35–44,Female,71962,19,2,0.0392057782549492,1,0.0133865290794174,Email,Awareness,6,3919,16,0
8232,54,45–54,Female,133037,2,4,0.1240786460781787,1,0.1733894177537641,Social Media,Consideration,6,3182,3,1
8233,49,45–54,Male,59042,18,3,0.0560122828260999,1,0.1210378386426617,Email,Consideration,8,3922,42,0
8234,50,45–54,Male,107601,19,7,0.1233469873834277,1,0.0425219865934458,SEO,Retention,5,4473,30,1
8235,18,18–24,Female,96380,6,7,0.096253312455237,1,0.1743968583587855,SEO,Awareness,3,2690,32,0
8236,36,35–44,Male,104859,10,9,0.1837565934496982,1,0.0581813343898662,Referral,Consideration,0,2345,13,1
8237,19,18–24,Female,110933,8,0,0.1148467204945427,1,0.0532146889918886,Email,Awareness,5,1206,20,1
8238,61,55–64,Female,65957,14,7,0.2146210023799617,1,0.1799804708294811,SEO,Retention,1,4289,21,1
8239,43,35–44,Female,102864,11,8,0.1585225375038183,1,0.0440969970973,PPC,Conversion,9,1747,4,1
8240,49,45–54,Female,146358,11,3,0.2766527607694659,1,0.1770073007021241,Referral,Consideration,8,2612,36,1
8241,23,18–24,Female,63739,5,7,0.0363973762516122,1,0.1625649272370821,Social Media,Consideration,6,4505,31,0
8242,49,45–54,Female,58733,16,8,0.2094356647059863,1,0.0688577327575543,Referral,Conversion,0,4114,2,1
8243,21,18–24,Male,65389,17,1,0.2049950944953114,1,0.0165354454190957,Social Media,Consideration,3,4468,40,1
8244,28,25–34,Female,49715,8,8,0.2856816987496832,1,0.0256888896747502,PPC,Retention,4,3953,12,1
